Date,Title,Sentiment
2010-05-28 00:00:00, Corporate Credit Risk Rises to 15-Month High Due to European Debt Crisis,negative
2010-05-28 00:00:00," Crude Oil Prices Decline 14 Percent in May, Largest Drop Since December 2008",negative
2010-05-28 00:00:00, Copper Prices Fall While Gold Futures Rise Amid Euro Concerns,negative
2010-05-31 00:00:00,"opean, Canadian, and Brazilian Stocks Rise as Oil Prices Increase",positive
2010-05-31 00:00:00,nish Government Bonds Decline Following Fitch Ratings Downgrade,negative
2010-05-31 00:00:00,xx Europe 600 Index Gains Amidst Euro Zone Debt Crisis,positive
2010-05-31 00:00:00,adian Economy Experiences Fastest Growth Since 1999,positive
2010-05-31 00:00:00, President Trichet Highlights Developing Nations' Economic Strength,positive
2010-05-31 00:00:00,I World Index Rallies 57% Since March 2009 Low,positive
2010-05-31 00:00:00,eral Reserve Bank of Chicago President Suggests Continued Low Interest Rates,positive
2010-05-31 00:00:00,"xx 600 Reduces Monthly Loss, Worst Since February 2009",negative
2010-05-31 00:00:00,mler AG Shares Boosted by Deutsche Bank Price Estimate Increase,positive
2010-05-31 00:00:00,ada's S&P/TSX Shows Second-Best Developed Market Performance in May,positive
2010-05-31 00:00:00,adian GDP Surpasses Expectations with 6.1% Growth,positive
2010-05-31 00:00:00, Prices Rebound to $74.44 a Barrel in New York,positive
2010-05-31 00:00:00,organ Strategist Predicts Resilient Economic Outlook to Boost Riskier Assets,positive
2010-05-31 00:00:00,"I Emerging Markets Index Recovers, Despite Worst Month Since October 2008",positive
2010-05-31 00:00:00,robras Leads Rally in Brazil's Bovespa Index as Oil Prices Climb,positive
2010-05-31 00:00:00,aeli Stocks Drop Amid Escalating Tensions After Activist Deaths,negative
2010-05-31 00:00:00,kish Stocks and Currency Fall Following Gaza Aid Flotilla Incident,negative
2010-05-31 00:00:00,modities Experience Downturn with Copper and Crude Oil Prices Falling,negative
2010-05-31 00:00:00,d and Natural Gas Prices Rise as Investors Seek Safe Assets,negative
2010-06-01 00:00:00,Stocks and Oil Decline Amid Rising Middle-East Tensions,negative
2010-06-01 00:00:00,U.S. Treasuries and Dollar Strengthen as Investors Seek Safety,negative
2010-06-01 00:00:00,"BP Plc's Efforts Fail to Stop Largest U.S. Oil Spill, Shares Drop",negative
2010-06-01 00:00:00,"S&P 500 and Dow Jones Suffer Losses, Worst May Performance Since 1940",negative
2010-06-01 00:00:00,"U.S. Manufacturing Expands for 10th Month, Boosting Employment",positive
2010-06-01 00:00:00,U.S. Construction Spending Sees Significant Increase in April,positive
2010-06-01 00:00:00,Israeli Military Actions Escalate Tensions in Middle East,negative
2010-06-01 00:00:00,JPMorgan Strategist Sees U.S. Stock Market Correction as Temporary,positive
2010-06-01 00:00:00, Energy Sector Leads Declines in S&P 500 Amidst Oil Spill Crisis,negative
2010-06-01 00:00:00," Transocean, Halliburton, and Anadarko Shares Plunge Following Oil Spill",negative
2010-06-01 00:00:00, U.S. Justice Department Launches Criminal Probe into BP Oil Spill,negative
2010-06-01 00:00:00," European Stocks Fluctuate, Stoxx Europe 600 Index Recovers Losses",indecisive
2010-06-01 00:00:00, European Banks Face Increased Credit Risk Amidst Government Debt Concerns,negative
2010-06-01 00:00:00," Bank of Canada Raises Interest Rates, First G7 Country Post-Recession",negative
2010-06-01 00:00:00, Stronger Yen Threatens Overseas Revenue for Japanese Companies,negative
2010-06-01 00:00:00," MSCI Emerging Markets Index Falls, Led by Declines in Chinese Shares",negative
2010-06-01 00:00:00, Global Demand for Industrial Metals and Oil Affected by Chinese Consumption Slowdown,negative
2010-06-01 00:00:00, Copper and Other Industrial Metals Prices Drop on Commodity Exchanges,negative
2010-06-01 00:00:00, European Central Bank Predicts Bank Losses and Modest Earnings Ahead,negative
2010-06-02 00:00:00,U.S. Stocks Rally as Economic Optimism Grows,positive
2010-06-02 00:00:00,Treasuries Fall Amidst Positive Economic Indicators,negative
2010-06-02 00:00:00,Yen Weakens Following Japanese Prime Minister's Resignation,negative
2010-06-02 00:00:00,S&P 500 Sees Third-Biggest Gains of 2010,positive
2010-06-02 00:00:00,Oilfield Service Companies' Shares Rebound,positive
2010-06-02 00:00:00,Bank of America and Wells Fargo Report Improving Credit Markets,positive
2010-06-02 00:00:00,S&P 500 Recovers from Recent Slump,positive
2010-06-02 00:00:00,Homebuilders' Stocks Rise on Pending Home Sales Data,positive
2010-06-02 00:00:00, BP Shares Stabilize After Previous Day's Plunge,positive
2010-06-02 00:00:00, Commodity-Producing Nations' Currencies Strengthen Against Yen,positive
2010-06-02 00:00:00, Political Uncertainty in Japan Pressures Yen,negative
2010-06-02 00:00:00, Emerging Markets Recover as U.S. Stocks Rally,positive
2010-06-02 00:00:00," Oil Prices Increase, Crude Settles at $72.86 a Barrel",negative
2010-06-02 00:00:00, Copper and Other Metals Experience Price Declines,negative
2010-06-03 00:00:00,MSCI World Index Reaches Two-Week High as Stocks Gain,positive
2010-06-03 00:00:00,Oil Prices Rise on U.S. Economic Strength Speculation,positive
2010-06-03 00:00:00,Euro and Hungarian Forint Fall Amid Debt Crisis Concerns,negative
2010-06-03 00:00:00,U.S. Jobs Report Anticipated to Show Significant Growth,positive
2010-06-03 00:00:00,S&P 500 Sees Modest Increase Following Previous Surge,positive
2010-06-03 00:00:00,"U.S. Gasoline Inventories Decline, Pushing Oil Higher",positive
2010-06-03 00:00:00,Technology Shares Lead Gains in S&P 500,positive
2010-06-03 00:00:00,U.S. Home and Car Sales Boost Investor Confidence,positive
2010-06-03 00:00:00, Stoxx Europe 600 Index and MSCI Emerging Markets Index Rally,positive
2010-06-03 00:00:00, BP Shares Recover Slightly Amidst Gulf Oil Spill Crisis,positive
2010-06-03 00:00:00, MSCI Asia Pacific Index Records Largest Gain Since November,positive
2010-06-03 00:00:00, Crude Oil Futures Climb as U.S. Gasoline Supplies Drop,positive
2010-06-03 00:00:00, Obama Administration Updates Gulf Drilling Plans and Safety Standards,indecisive
2010-06-03 00:00:00, Hungarian Forint Drops Sharply Against Dollar on Crisis Fears,negative
2010-06-03 00:00:00, U.S. and German Bond Yields Experience Slight Increase,negative
2010-06-04 00:00:00,U.S. Stocks and Commodities Fall Sharply Amid Jobs Data,negative
2010-06-04 00:00:00,Euro Drops Below $1.20 for First Time Since 2006,negative
2010-06-04 00:00:00,S&P 500 and Dow Jones Hit Four-Month Lows,negative
2010-06-04 00:00:00,"Oil Prices Decline 4.2 Percent, Tin Leads Metal Losses",negative
2010-06-04 00:00:00,Ten-Year Treasury Yields Fall to 3.2 Percent,indecisive
2010-06-04 00:00:00,Hungarian Forint and Bonds Plunge on Default Concerns,negative
2010-06-04 00:00:00,U.S. Job Growth in May Falls Short of Expectations,negative
2010-06-04 00:00:00,"Private Sector Adds Only 41,000 Jobs, Missing Estimates",negative
2010-06-04 00:00:00,S&P 500 Plummets 13 Percent from April High,negative
2010-06-04 00:00:00, Analysts Predict S&P 500 Companies' Profits to Rise 17 Percent in 2010,positive
2010-06-04 00:00:00, Treasuries Rally as Jobs Data Spurs Safety Demand,negative
2010-06-04 00:00:00, European Sovereign Credit-Default Swaps Hit Record Highs,negative
2010-06-04 00:00:00," Copper Enters Bear Market, Commodities Hit Multi-Month Low",negative
2010-06-04 00:00:00, Gold Prices Rebound as Investors Seek Euro Alternatives,indecisive
2010-06-07 00:00:00,S&P 500 Hits Seven-Month Low Amid European Debt Crisis Concerns,negative
2010-06-07 00:00:00,Copper Prices and Euro Value Fall as Economic Growth Fears Rise,negative
2010-06-07 00:00:00,U.S. Treasuries Gain as Investors Seek Safety,negative
2010-06-07 00:00:00,Goldman Sachs Subpoenaed in Financial-Crisis Probe,negative
2010-06-07 00:00:00,"Apple and Google Stocks Decline, Adding to Tech Sector Losses",negative
2010-06-07 00:00:00,G20 Finance Chiefs Acknowledge Significant Global Economic Challenges,negative
2010-06-07 00:00:00,"German Manufacturing Sees Improvement, Boosted by Euro's Decline",positive
2010-06-07 00:00:00,Bank Stocks Drop Following Goldman Sachs Subpoena News,negative
2010-06-07 00:00:00,Credit-Default Swaps on Goldman Sachs Bonds Increase,negative
2010-06-07 00:00:00, Steve Jobs' New iPhone Introduction Fails to Excite Investors,negative
2010-06-07 00:00:00, S&P 500 Continues Decline After Disappointing U.S. Jobs Report,negative
2010-06-07 00:00:00, Federal Reserve's Janet Yellen Cautions on Global Economic Headwinds,negative
2010-06-07 00:00:00, German 10-Year Bond Yields Near Record Low Amid Debt Crisis,negative
2010-06-07 00:00:00, Copper Futures Hit Eight-Month Low on Comex,negative
2010-06-07 00:00:00, Crude Oil Prices Stabilize After Recent Declines,positive
2010-06-07 00:00:00, Gold Futures Surge as Investors Seek Alternatives to Euro,indecisive
2010-06-08 00:00:00,U.S. Stocks Rise as Oil and Metal Markets Rally,positive
2010-06-08 00:00:00,S&P 500 Gains 1.1% Amid Commodity Producer Boost,positive
2010-06-08 00:00:00,Gold Prices Retreat from Record High,indecisive
2010-06-08 00:00:00,Crude Oil Futures Advance 1.5% to $72.53 a Barrel,positive
2010-06-08 00:00:00,"Copper, Aluminum, and Nickel Rally in London",positive
2010-06-08 00:00:00,Euro Strengthens to $1.1973 on Swiss Franc Speculation,indecisive
2010-06-08 00:00:00,Bernanke Confirms Economic Recovery is Intact,positive
2010-06-08 00:00:00,U.S. Small Business Confidence Hits Highest Level Since 2008,positive
2010-06-08 00:00:00,S&P 500 Overcomes Semiconductor Losses and European Declines,positive
2010-06-08 00:00:00, U.K.'s Deficit Challenge Described as 'Formidable' by Fitch Ratings,negative
2010-06-08 00:00:00, Trading Volume on U.S. Exchanges Hits 11.5 Billion Shares,positive
2010-06-08 00:00:00, S&P 500 Energy Index Rallies 1.9%,positive
2010-06-08 00:00:00, Exxon Mobil Corp. Shares Up 3.3%,positive
2010-06-08 00:00:00, Freeport-McMoRan Copper & Gold Inc. Shares Climb 4.8%,positive
2010-06-08 00:00:00," Gold Futures Fall to $1,238.20 in Electronic Trading",negative
2010-06-08 00:00:00, Swiss National Bank Suspected of Selling Francs,negative
2010-06-08 00:00:00, Swiss Foreign-Currency Reserves Surge to 232.4 Billion Francs,positive
2010-06-09 00:00:00,U.S. Stocks Decline Amid BP Default Concerns,negative
2010-06-09 00:00:00,Treasuries Recover as Euro's Gains Diminish,indecisive
2010-06-09 00:00:00,S&P 500 Index Falls 0.6% in New York Trading,negative
2010-06-09 00:00:00,BP's Credit-Default Swaps Reach Record High,negative
2010-06-09 00:00:00,Energy and Financial Shares Lead U.S. Market Decline,negative
2010-06-09 00:00:00,U.S. Lawmakers Urge BP to Suspend Dividend,negative
2010-06-09 00:00:00,S&P 500 Down 13% from April Peak on Global Economic Fears,negative
2010-06-09 00:00:00, Crude Oil Rises 3.3% to $74.38 a Barrel,positive
2010-06-09 00:00:00, S&P GSCI Commodity Index Jumps 2.2%,positive
2010-06-09 00:00:00, Bernanke Assures Fed Support for U.S. Economy,positive
2010-06-09 00:00:00, Copper Prices Increase 2.5% in New York,positive
2010-06-09 00:00:00, Gold Retreats from Record High,indecisive
2010-06-09 00:00:00, Dollar Weakens Against Major Currencies,negative
2010-06-09 00:00:00, Czech Economy Returns to Growth After Contraction,positive
2010-06-10 00:00:00,Stocks and Commodities Surge Amid Positive Economic Growth Reports,positive
2010-06-10 00:00:00,Euro Strengthens for Third Consecutive Day; Gold Prices Decline,negative
2010-06-10 00:00:00,S&P 500 and MSCI World Index Post Largest Gains Since Late May,positive
2010-06-10 00:00:00,Japan's Economy Expands at 5% Annualized Rate in Q1,positive
2010-06-10 00:00:00,European Central Bank Raises Euro-Area Growth Forecast,positive
2010-06-10 00:00:00,S&P 500 Recovers from Previous Day's Losses,positive
2010-06-10 00:00:00,U.S. Jobless Claims Slightly Higher Than Expected,negative
2010-06-10 00:00:00,Dow Jones Industrial Average Rises Over 270 Points,positive
2010-06-10 00:00:00, Goldman Sachs Shares Drop Amid SEC Probe into CDO,negative
2010-06-10 00:00:00, BP Shares Diverge Between London and U.S. Markets,indecisive
2010-06-10 00:00:00, Stoxx Europe 600 Index Rallies with Automakers Leading Gains,positive
2010-06-10 00:00:00, Asian Stocks Experience Significant Weekly Rise,positive
2010-06-10 00:00:00, Australian Employment Figures Exceed Expectations,positive
2010-06-10 00:00:00, Euro Reaches One-Week High Against Dollar,positive
2010-06-10 00:00:00, ECB Continues Debt Purchases and Fund Injections,positive
2010-06-10 00:00:00, Dollar Weakens Against Majority of Major Currencies,negative
2010-06-10 00:00:00, Oil Prices Hit Four-Week High; Commodities Overall on the Rise,positive
2010-06-10 00:00:00, Gold Demand Decreases as Stocks and Euro Rally,positive
2010-06-10 00:00:00, U.S. Treasury Yields Increase Following 30-Year Bond Sale,negative
2010-06-10 00:00:00, Spanish Bond Yields Drop as Auction Demand Surges,positive
2010-06-11 00:00:00,U.S. Stocks Advance Led by Technology Sector,positive
2010-06-11 00:00:00,"S&P 500 Rises 0.4 Percent, Gains Most Since March",positive
2010-06-11 00:00:00,Microsoft Corp. Shares Increase by 2.7 Percent,positive
2010-06-11 00:00:00,Russell 2000 Index Jumps 1.4 Percent,positive
2010-06-11 00:00:00,10-Year Treasury Yields Drop to 3.23 Percent,indecisive
2010-06-11 00:00:00,Crude Oil Futures Fall 2.3 Percent to $73.78 a Barrel,negative
2010-06-11 00:00:00,"Dollar Strengthens Against Euro, Euro Drops to $1.2112",negative
2010-06-11 00:00:00,U.S. Retail Sales Experience Largest Drop Since September,negative
2010-06-11 00:00:00, Consumer Confidence Hits Two-Year High,positive
2010-06-11 00:00:00, S&P 500 Overcomes Early Losses to Close Higher,positive
2010-06-11 00:00:00, U.S. Stock Exchange Volume Lowest Since April 6,negative
2010-06-11 00:00:00, Consumer Sentiment Index Rises to 75.5,positive
2010-06-11 00:00:00, S&P 500 Completes Second Consecutive Rally Since April,positive
2010-06-11 00:00:00, BP Plc U.S.-Traded Shares Plunge 44 Percent Since Oil Spill,negative
2010-06-14 00:00:00,U.S. Stocks End Rally Amid Greece Credit Downgrade,negative
2010-06-14 00:00:00,S&P 500 Fails to Hold Above Key Technical Level,negative
2010-06-14 00:00:00,Treasuries Recover as Euro Strengthens on Economic Growth Signs,positive
2010-06-14 00:00:00,Financial Shares Fall with JPMorgan Chase & Co. and Wells Fargo & Co. Leading Losses,negative
2010-06-14 00:00:00,Newmont Mining Corp. Drags Down Raw-Materials Producers as Gold Prices Dip,negative
2010-06-14 00:00:00,S&P 500 Sees Late-Day Retreat Influenced by Technical Factors,negative
2010-06-14 00:00:00,European Industrial Production Surpasses Expectations,positive
2010-06-14 00:00:00,Federal Reserve to Report on U.S. Industrial Output Growth,indecisive
2010-06-14 00:00:00, S&P 500 Earnings Growth Forecasts Increased for 2010,positive
2010-06-14 00:00:00, S&P 500 Valuation Nears Lowest Level Since March 2009,negative
2010-06-14 00:00:00," Bank of America-Merrill Lynch Predicts S&P 500 to Reach 1,300 by Year-End",positive
2010-06-14 00:00:00, Federal Reserve Bank of St. Louis President Comments on Interest Rate Policy Amid Europe's Debt Crisis,indecisive
2010-06-14 00:00:00, European and Asian Stocks Rise; Stoxx Europe 600 and MSCI Asia Pacific Index Up,positive
2010-06-14 00:00:00, BP Shares Hit 13-Year Low Amid Gulf Oil Spill Crisis,negative
2010-06-14 00:00:00, MSCI Emerging Markets Index Extends Winning Streak,positive
2010-06-14 00:00:00, Yen Weakens as Euro and Dollar Show Mixed Performance,indecisive
2010-06-14 00:00:00, South Korean Won Strengthens Amid New Forward Contract Regulations,positive
2010-06-14 00:00:00, Commodity Prices Hit One-Month High on Economic Recovery Hopes,positive
2010-06-14 00:00:00, Copper and Crude Oil Futures Rally on Commodity Exchange,positive
2010-06-14 00:00:00, Belgian Bond Yields Surge Following National Elections,negative
2010-06-14 00:00:00, Corporate Bond Default Protection Costs Decrease in U.S. and Europe,positive
2010-06-15 00:00:00,Stocks and Oil Rise Amid Manufacturing Growth,positive
2010-06-15 00:00:00,"S&P 500 Erases 2010 Losses, Closes at Highest Since May",positive
2010-06-15 00:00:00,New York Manufacturing Shows 11th Month of Growth,positive
2010-06-15 00:00:00,Commodities Extend Winning Streak to Seven Days,positive
2010-06-15 00:00:00,News Corp's BSkyB Offer Mitigates European Debt Concerns,positive
2010-06-15 00:00:00,"U.S. Import Prices Drop, Led by Decline in Petroleum Costs",negative
2010-06-15 00:00:00,"S&P 500 Rebounds Above 200-Day Average, Signaling Bullish Trend",positive
2010-06-15 00:00:00,Semiconductor Stocks Surge on Taiwan Semiconductor's Sales Forecast,positive
2010-06-15 00:00:00," U.S. Treasuries Fall, 10-Year Yield Rises to 3.31%",negative
2010-06-15 00:00:00, U.S. Long-Term Asset Purchases Show Decline in April,negative
2010-06-15 00:00:00," MSCI Emerging Markets Index Gains, Led by Russian Rally",positive
2010-06-15 00:00:00, Euro Strengthens; Dollar Weakens Against Major Currencies,indecisive
2010-06-15 00:00:00," Spain, Portugal Face Pressure for Additional Budget Cuts",negative
2010-06-15 00:00:00, German Investor Confidence Drops More Than Expected,negative
2010-06-15 00:00:00, Crude Oil Futures Rise on U.S. Supply Drop Forecast,positive
2010-06-15 00:00:00, Natural Gas Prices Reach Four-Month High Amid Hot Weather,negative
2010-06-15 00:00:00," Commodity Prices Firm, Easing Fears of Economic Slowdown",positive
2010-06-16 00:00:00,U.S. Stocks Fall as Housing Data Disappoints,negative
2010-06-16 00:00:00,Treasuries Rise Amid Economic Concerns,negative
2010-06-16 00:00:00,Dollar Strengthens Against Euro Following Housing Report,positive
2010-06-16 00:00:00,Oil Prices Hit Six-Week High,negative
2010-06-16 00:00:00,FedEx Corp. Profit Forecast Misses Estimates,negative
2010-06-16 00:00:00,S&P 500 Struggles Despite Industrial Production Growth,negative
2010-06-16 00:00:00,BP Commits $20 Billion to Gulf Spill Victims,positive
2010-06-16 00:00:00,FedEx Shares Drop 6% on Earnings Outlook,negative
2010-06-16 00:00:00,Fannie Mae and Freddie Mac Shares Plunge After Delisting Announcement,negative
2010-06-16 00:00:00, BP's Default Risk Increases as Credit-Default Swaps Climb,negative
2010-06-16 00:00:00," U.S. Refineries Cut Operating Rates, Gasoline Supplies Drop",negative
2010-06-16 00:00:00, SEC Implements New Circuit Breakers After May Market Crash,positive
2010-06-17 00:00:00,Global Stocks Achieve 8-Day Winning Streak,positive
2010-06-17 00:00:00,Euro and Gold Prices Increase Amid Spanish Bond Sale,positive
2010-06-17 00:00:00,S&P 500 and Dow Jones Reclaim Yearly Gains,positive
2010-06-17 00:00:00,MSCI World Index Marks Longest Advance in Nearly a Year,positive
2010-06-17 00:00:00,Apple Inc. Shares Hit Record High,positive
2010-06-17 00:00:00,Morgan Stanley Predicts iPhone User Base to Exceed 100 Million,positive
2010-06-17 00:00:00,Spanish Bond Auction Fuels Optimism in European Debt Crisis Containment,positive
2010-06-17 00:00:00,S&P 500 Recovers Despite Lower-than-Expected Factory Index,positive
2010-06-17 00:00:00,"U.S. Jobless Claims Unexpectedly Rise, Sparking Economic Concerns",negative
2010-06-17 00:00:00, Treasuries Surge as Investors Bet on Continued Low Interest Rates,positive
2010-06-17 00:00:00, S&P 500 Maintains Position Above 200-Day Moving Average,positive
2010-06-17 00:00:00, Technical Analysts Suggest Market Pessimism May Indicate Upcoming Stock Rise,positive
2010-06-17 00:00:00," Spain Successfully Sells Bonds, Easing Repayment Concerns",positive
2010-06-17 00:00:00, BP Shares Fluctuate Amidst Ongoing Oil Spill Crisis,negative
2010-06-17 00:00:00, Euro Strengthens as Confidence in Currency Bolstered by Spanish Bond Sale,positive
2010-06-17 00:00:00, Swiss Franc Nears All-Time High Against Euro,negative
2010-06-17 00:00:00, MSCI Emerging Markets Index Extends Gains,positive
2010-06-17 00:00:00," Crude Oil Prices Dip, Ending Week's Rising Streak",negative
2010-06-17 00:00:00," Commodities Retreat, Ending Nine-Day Gain Streak",negative
2010-06-18 00:00:00,Global Stocks Extend Winning Streak to Nine Days,positive
2010-06-18 00:00:00,Gold Prices Reach Record Highs; Treasuries Decline,negative
2010-06-18 00:00:00,MSCI World Index Up 7.1% Since June 7,- positive
2010-06-18 00:00:00,S&P 500 and Dow Jones Near One-Month High,positive
2010-06-18 00:00:00,Euro Nears $1.24 After Largest Weekly Gain Since May 2009,positive
2010-06-18 00:00:00,Spanish Bonds Surge Amid Debt Crisis Containment Hopes,positive
2010-06-18 00:00:00,European Leaders Commit to Bank Stress Test Transparency,positive
2010-06-18 00:00:00,Emerging Markets Attract Significant Equity and Bond Fund Inflows,positive
2010-06-18 00:00:00,Commodity and Financial Stocks Lead S&P 500 Gains,positive
2010-06-18 00:00:00, Spanish Banks Rally Following European Pledge on Stress Tests,positive
2010-06-18 00:00:00, Japanese Yen Strengthens Amid Government Debt Reduction Pledge,positive
2010-06-18 00:00:00, Credit-Default Swaps on European Companies Drop to One-Month Low,positive
2010-06-18 00:00:00, Copper Prices Dip on Concerns Over U.S. Economic Recovery,negative
2010-06-21 00:00:00,"U.S. Stocks Decline, Slowing Global Yuan-Led Rally",negative
2010-06-21 00:00:00,"S&P 500 Fails to Hold Key Levels, Dampening Trader Optimism",negative
2010-06-21 00:00:00,"China's Yuan Rate Relaxation Optimism Fades, Affecting U.S. Stocks",negative
2010-06-21 00:00:00,"VIX Carry Trades Lose Momentum, Exiting Markets",negative
2010-06-21 00:00:00,"U.S. Equity Movers Highlighted: AirSculpt, HP, Coinbase, Roku, Salesforce",indecisive
2010-06-21 00:00:00,Decline in VIX Carry Trade Effectiveness Noted,negative
2010-06-21 00:00:00,Dollar Volatility Increases Ahead of U.S. CPI Data with Bearish Outlook,negative
2010-06-21 00:00:00,"U.S. Equity Movers Include Acumen Pharmaceuticals, Salesforce, VeriSign",indecisive
2010-06-22 00:00:00,Global Stocks End Longest Rally in 11 Months,negative
2010-06-22 00:00:00,U.S. Home Sales Drop Raises Economic Concerns,negative
2010-06-22 00:00:00,S&P 500 Declines Led by Energy Shares Amid Drilling Moratorium Dispute,negative
2010-06-22 00:00:00,MSCI Emerging Markets Index Halts Longest Rally Since 2005,negative
2010-06-22 00:00:00,Ten-Year Treasury Yields Retreat to 3.16 Percent,indecisive
2010-06-22 00:00:00,S&P 500 Falls Below 200-Day Moving Average,negative
2010-06-22 00:00:00,U.K. Chancellor Announces Spending Cuts and Tax Increases,negative
2010-06-22 00:00:00, MSCI Asia Pacific Index Drops After Eight-Day Gain,negative
2010-06-22 00:00:00, Yuan Falls Against Dollar Amid Central Bank Intervention Speculation,negative
2010-06-22 00:00:00, Euro Weakens to $1.2271 Amid Currency Fluctuations,negative
2010-06-22 00:00:00, Crude Oil Prices Decline in New York Trading,negative
2010-06-22 00:00:00, Copper Futures Rise on Stronger Yuan Demand Speculation,positive
2010-06-22 00:00:00, Gold Futures Marginally Increase in Comex Trading,indecisive
2010-06-22 00:00:00, Treasuries Rise Following $40 Billion Two-Year Note Auction,indecisive
2010-06-23 00:00:00,Stocks Fall as Fed Cites European Debt Concerns,negative
2010-06-23 00:00:00,Treasuries Rise Amid Economic Growth Worries,negative
2010-06-23 00:00:00,Dollar Weakens Against Euro and Yen,negative
2010-06-23 00:00:00,New-Home Sales in U.S. Drop to Record Low,negative
2010-06-23 00:00:00,Copper and Oil Prices Decline,negative
2010-06-23 00:00:00,S&P 500 Index Declines for Third Consecutive Day,negative
2010-06-23 00:00:00,Yields on Two-Year Treasuries Hit Lowest Since December,negative
2010-06-23 00:00:00,Greek and Spanish Bond Spreads Widen,negative
2010-06-23 00:00:00,"General Electric, Chevron, Microsoft Stocks Retreat",negative
2010-06-23 00:00:00, Adobe Systems Shares Drop After Revenue Forecast Misses Estimates,negative
2010-06-23 00:00:00, U.S. Homebuilders Rally Despite Sales Plunge,positive
2010-06-23 00:00:00, Five-Year Treasury Note Auction Yields Higher Than Expected,negative
2010-06-23 00:00:00, Foreign Central Bank Participation in Treasury Auction Lowest Since April 2009,negative
2010-06-24 00:00:00,Stocks and Oil Decline Amidst Greek Default Fears,negative
2010-06-24 00:00:00,Treasuries Rise and Yen Strengthens Against Dollar,negative
2010-06-24 00:00:00,S&P 500 Index Drops 1.5% in Four-Day Losing Streak,negative
2010-06-24 00:00:00,European Stoxx 600 Index Falls 1.9%,negative
2010-06-24 00:00:00,European Industrial Orders Fall Short of Projections,negative
2010-06-24 00:00:00,Bank of America and JPMorgan Shares Drop Over 2%,negative
2010-06-24 00:00:00,BNP Paribas and Societe Generale Shares Plunge in Europe,negative
2010-06-24 00:00:00,Retailers Dip as Bed Bath & Beyond and Nike Miss Earnings Estimates,negative
2010-06-24 00:00:00," U.S. Unemployment Claims Decrease by 19,000",positive
2010-06-24 00:00:00, Durable-Goods Orders Excluding Transportation Rise 0.9%,positive
2010-06-24 00:00:00," New-Home Sales Reach Record Low, Impacting S&P 500",negative
2010-06-24 00:00:00, Mixed Economic Figures Reflect Subpar Growth Outlook,negative
2010-06-24 00:00:00, Global Economic Recovery Threatened by European and Chinese Slowdowns,negative
2010-06-25 00:00:00,U.S. Bank Stocks Rise Following Financial-Reform Legislation Changes,positive
2010-06-25 00:00:00,S&P 500 Sees Fluctuations Amid Economic Growth and Consumer Confidence Data,indecisive
2010-06-25 00:00:00,Oil Prices Surge Due to Intensifying Storm in the Caribbean,negative
2010-06-25 00:00:00,Financial Sector Leads Gains in S&P 500 with 1.3 Percent Rally,positive
2010-06-25 00:00:00,Crude Oil Jumps to $78.55 a Barrel on Potential Storm Impact in Gulf of Mexico,negative
2010-06-25 00:00:00,Congress Reaches Agreement on Financial Industry-Reform Bill,positive
2010-06-25 00:00:00,Analyst Dick Bove Comments on Banks' Ability to Circumvent Onerous Proposals,indecisive
2010-06-25 00:00:00,S&P 500 Struggles to Maintain Gains Ahead of Russell Indexes Annual Adjustments,negative
2010-06-25 00:00:00, U.S. GDP Growth Misses Forecasts at 2.7 Percent in First Quarter,negative
2010-06-25 00:00:00, Consumer Sentiment Index Rises to Highest Level Since January 2008,positive
2010-06-25 00:00:00, Treasury 10-Year Notes Gain for Second Week as Investors Seek Safety,negative
2010-06-25 00:00:00, Yen Strengthens for Sixth Day Against Euro Amid G20 Speculation,negative
2010-06-25 00:00:00," Euro Poised for Weekly Decline, Aussie Dollar Drops Against Yen",negative
2010-06-28 00:00:00,Treasury 10-Year Yield Hits 14-Month Low Amid Economic Recovery Concerns,negative
2010-06-28 00:00:00,U.S. Stocks Fall; European Equities End Losing Streak,negative
2010-06-28 00:00:00,Crude Oil Prices Drop on Gulf of Mexico Production Outlook,negative
2010-06-28 00:00:00,G-20 Leaders Advocate for Varied Paces in Budget Deficit Reduction,indecisive
2010-06-28 00:00:00,Treasury Market Shows Resilience Despite Economic Uncertainty,positive
2010-06-28 00:00:00,Exxon Mobil Corp. Leads Declines in Energy Sector,negative
2010-06-28 00:00:00,"U.S. Personal Spending Increases, Surpassing Economic Forecasts",positive
2010-06-28 00:00:00,President Obama Proposes Doubling Airwaves for Wireless Devices,positive
2010-06-28 00:00:00," S&P 500 Set for Quarterly Decline, Breaking Gain Streak",negative
2010-06-28 00:00:00, Treasuries and German Bunds Yield Gap Narrows,indecisive
2010-06-28 00:00:00, Italian and French Bond Yields Rise Amid Debt Sales,negative
2010-06-28 00:00:00, Mizuho Financial Group to Raise Capital to Meet New Rules,positive
2010-06-28 00:00:00, Oil Retreats from High as Tropical Storm Alex Avoids Key Areas,negative
2010-06-28 00:00:00," Copper Prices Fall as Dollar Strengthens, Reducing Metal Demand",negative
2010-06-28 00:00:00," Dollar Index Rises, Euro Falls After G-20 Agreement on Deficit Targets",negative
2010-06-28 00:00:00, U.S. Inflation Remains Muted According to Federal Reserve's Preferred Measure,positive
2010-06-29 00:00:00,Global Stocks and MSCI World Index Plunge Amid China Growth Concerns,negative
2010-06-29 00:00:00,"U.S. Consumer Confidence Drops, Misses Economists' Projections",negative
